,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug Regimen,Sex,Age_months,Weight (g)
1380,l661,25,53.18065678,2,Ceftamin,Male,18,26
267,o809,25,52.31817407,1,Infubinol,Male,3,25
1780,w914,25,40.29191661,0,Capomulin,Male,24,21
1716,x401,25,36.61712031,0,Capomulin,Female,16,15
1465,w584,25,55.65083791,1,Infubinol,Male,3,29
1726,l509,25,44.00625702,2,Capomulin,Male,17,21
75,b559,25,57.04366929,1,Naftisol,Male,20,26
1390,j296,25,55.76714817,3,Ceftamin,Female,24,30
1770,v923,25,40.15641269,1,Capomulin,Female,19,21
1400,u149,25,52.92534846,0,Ceftamin,Male,24,29
220,c139,25,61.46196976,0,Infubinol,Male,11,28
1455,e476,25,57.408638,0,Infubinol,Male,23,26
259,k804,25,55.67480798,1,Infubinol,Female,23,29
1736,s710,25,43.06040875,1,Capomulin,Female,1,23
56,n923,25,56.85546498,2,Ketapril,Male,19,30
1407,w151,25,51.869058700000004,2,Ceftamin,Male,24,25
249,k483,25,57.43200731,2,Infubinol,Female,20,30
1760,j119,25,42.41716589,1,Capomulin,Female,7,23
232,a577,25,54.38093154,2,Infubinol,Female,6,25
1440,s121,25,55.65068132,2,Infubinol,Male,23,26
239,y163,25,56.17638452,1,Infubinol,Female,17,27
1750,u364,25,35.50361557,2,Capomulin,Male,18,17
1433,n671,25,56.17445785,0,Infubinol,Male,18,25
275,z581,25,54.31640682,2,Infubinol,Female,24,25
1360,y865,25,57.17353846,2,Ceftamin,Male,23,26
1706,b742,25,38.61768433,0,Capomulin,Male,7,21
1493,x581,25,51.93528318,3,Ceftamin,Female,19,28
167,v295,25,57.69185918,3,Naftisol,Female,2,27
1553,g570,25,56.8494056,1,Propriva,Male,16,29
1840,l897,25,45.35467916,0,Capomulin,Male,17,19
1294,a699,25,51.84638147,0,Propriva,Female,5,28
1546,s187,25,56.48521984,1,Propriva,Male,22,25
27,c819,25,51.82835706,1,Ketapril,Male,21,25
1678,j246,25,44.55522595,0,Capomulin,Female,21,21
95,x930,25,53.72610129999999,0,Naftisol,Male,13,26
304,c580,25,56.28906231,2,Ketapril,Male,22,25
1830,g288,25,42.36869239,1,Capomulin,Male,3,19
1309,x822,25,54.04133326,2,Ceftamin,Male,3,29
1539,r107,25,57.70666715,1,Propriva,Female,2,28
1686,r554,25,33.89334515,3,Capomulin,Female,8,17
176,a818,25,56.96627332,0,Naftisol,Female,12,28
311,q132,25,52.78048929999999,4,Infubinol,Female,1,30
1527,i635,25,52.92882323,1,Propriva,Male,21,26
1322,l733,25,54.95166826,1,Ceftamin,Female,4,30
188,t724,25,59.82606797,1,Naftisol,Female,2,25
1517,s141,25,53.80437038,1,Propriva,Male,8,25
1336,l490,25,55.81003359,2,Ceftamin,Male,24,26
285,a251,25,57.41464570000001,1,Infubinol,Female,21,25
1696,s185,25,33.94994037,0,Capomulin,Female,3,17
85,y260,25,54.43756172,4,Ketapril,Female,7,25
36,h246,25,59.5488537,1,Ketapril,Male,13,30
1343,b759,25,55.08363235,0,Ceftamin,Female,12,25
1810,y793,25,38.9927339,2,Capomulin,Male,17,17
198,k382,25,59.50390392,3,Ketapril,Male,22,29
1504,t198,25,56.18466399,3,Propriva,Male,22,26
1800,r944,25,41.08699106,1,Capomulin,Male,12,25
1350,l471,25,52.84755893,1,Ceftamin,Female,7,28
1820,g316,25,46.80922469,1,Capomulin,Female,22,22
1419,a685,25,51.93995092,0,Infubinol,Male,8,30
328,v603,25,56.07523001,1,Ketapril,Female,22,30
915,c264,25,56.96676876,2,Zoniferol,Female,11,27
550,a644,25,41.48122408,0,Ramicane,Female,7,17
433,f234,25,52.17860221,2,Stelasyn,Male,14,28
761,i901,25,56.575194999999994,0,Stelasyn,Male,23,29
886,q597,25,42.57570709,1,Ramicane,Male,20,25
835,t451,25,55.52755345,0,Stelasyn,Male,8,29
1159,s152,25,64.11914213,2,Placebo,Female,4,30
1165,c766,25,58.21462437,3,Placebo,Female,13,26
751,b879,25,56.46998744,2,Stelasyn,Female,4,26
510,k403,25,33.46457735,1,Ramicane,Male,21,16
590,u196,25,46.70532539999999,1,Ramicane,Male,18,25
967,w575,25,58.58732169,1,Zoniferol,Female,16,28
742,p387,25,58.09848946,0,Stelasyn,Male,3,30
413,r701,25,57.89848998,1,Naftisol,Male,21,25
845,a963,25,52.12980374,0,Stelasyn,Female,23,27
735,a366,25,59.01172817,0,Stelasyn,Female,16,29
1175,e227,25,60.60029169,1,Placebo,Male,1,30
1085,w350,25,52.80591518,1,Propriva,Male,7,26
929,f545,25,60.25348139,1,Zoniferol,Female,20,26
486,d251,25,38.09751328,1,Ramicane,Female,8,19
725,s565,25,58.55361079,1,Stelasyn,Female,3,29
1120,q787,25,52.71318786,2,Placebo,Male,17,27
954,g296,25,55.6701066,3,Zoniferol,Female,14,29
815,h333,25,53.73091434,2,Stelasyn,Male,21,27
402,m550,25,57.62068237,4,Ketapril,Male,18,28
1130,a262,25,60.13186217,2,Placebo,Female,17,29
805,c402,25,58.26988853,2,Stelasyn,Female,1,27
424,x264,25,56.89105283,2,Naftisol,Female,21,27
795,j984,25,57.06435479,1,Stelasyn,Female,2,30
496,j989,25,39.93411249,1,Ramicane,Male,8,19
787,w697,25,57.610394299999996,3,Stelasyn,Female,14,30
386,m650,25,62.253596900000005,2,Ketapril,Male,15,27
570,g791,25,35.56939935,1,Ramicane,Male,11,16
1144,i669,25,53.30318455,2,Placebo,Female,18,27
939,k894,25,52.32583833,2,Zoniferol,Female,13,29
1075,a401,25,54.20983551,3,Zoniferol,Female,8,25
1150,n763,25,53.40587053,2,Placebo,Female,16,25
827,p981,25,52.5447048,1,Stelasyn,Male,20,29
357,o973,25,53.17981471,1,Ketapril,Female,11,29
771,k862,25,58.7192973,2,Stelasyn,Female,13,25
580,a520,25,36.55858129,1,Ramicane,Male,13,21
396,v289,25,56.72009545,0,Ketapril,Female,3,26
600,m546,25,37.44444543,0,Ramicane,Male,18,16
476,a444,25,42.29139437,0,Ramicane,Female,10,25
981,q633,25,55.6831017,1,Zoniferol,Male,12,25
1062,o926,25,54.76333852,3,Zoniferol,Male,15,29
622,s508,25,36.33856894,0,Ramicane,Male,1,17
520,c758,25,43.602267299999994,1,Ramicane,Male,9,17
366,c832,25,58.89181644,2,Ketapril,Male,18,29
456,j913,25,37.86066936,0,Ramicane,Female,4,17
669,w540,25,52.60026955,2,Stelasyn,Female,8,26
1021,c559,25,54.55544168,2,Zoniferol,Female,19,28
1038,s337,25,50.9706889,2,Zoniferol,Male,14,27
896,c895,25,57.53419288,2,Infubinol,Female,7,29
659,a492,25,54.70122868,1,Stelasyn,Male,20,25
632,e662,25,44.66459432,1,Ramicane,Male,8,24
448,q610,25,40.14645019,0,Ramicane,Female,18,21
870,g989,25,56.04556353,1,Propriva,Female,21,26
1095,c302,25,55.07622853,3,Zoniferol,Female,10,29
652,r921,25,42.65534089,1,Ramicane,Female,5,25
1031,a788,25,56.770280299999996,1,Zoniferol,Male,5,30
642,z578,25,37.41411419,0,Ramicane,Male,11,16
530,x402,25,52.43173664,2,Stelasyn,Male,21,28
1204,o795,25,65.74177723,4,Placebo,Female,20,26
1048,q511,25,57.25758287,0,Zoniferol,Female,2,28
679,z795,25,57.94709984,2,Naftisol,Female,13,29
1105,a897,25,56.41331977,3,Placebo,Male,7,28
441,c458,25,37.75314964,2,Ramicane,Female,23,20
903,a203,25,56.79320832,1,Infubinol,Female,20,23
715,j755,25,58.05581822,1,Naftisol,Male,23,27
376,o331,25,61.10230575,1,Ketapril,Male,24,30
1185,c282,25,56.29220039,1,Placebo,Male,12,27
991,b313,25,55.74514628,1,Zoniferol,Male,12,27
1011,p136,25,56.28147652,1,Zoniferol,Female,5,28
540,r811,25,37.61401068,0,Ramicane,Male,9,19
560,i177,25,34.0821803,1,Ramicane,Male,10,18
695,e584,25,51.38641908,2,Naftisol,Male,9,27
705,e213,25,55.22447615,2,Naftisol,Male,8,27
466,a411,25,38.701438399999994,1,Ramicane,Male,3,22
689,e291,25,55.1389525,2,Naftisol,Female,14,29
1001,j365,25,51.810320399999995,1,Zoniferol,Male,24,28
612,n364,25,33.20500824,0,Ramicane,Male,4,17
855,m269,25,64.89301976,0,Stelasyn,Female,22,28
904,a203,30,59.52319728,1,Infubinol,Female,20,23
897,c895,30,60.96971133,2,Infubinol,Female,7,29
887,q597,30,43.33916123,1,Ramicane,Male,20,25
916,c264,30,57.82391556,2,Zoniferol,Female,11,27
168,v295,30,59.33377202,3,Naftisol,Female,2,27
1576,g558,30,58.95282911,3,Propriva,Male,8,29
511,k403,30,31.09949753,1,Ramicane,Male,21,16
1554,g570,30,60.32871705,1,Propriva,Male,16,29
1547,s187,30,60.00878263,2,Propriva,Male,22,25
152,l725,30,66.59954515,3,Naftisol,Female,8,26
1494,x581,30,55.49282602,3,Ceftamin,Female,19,28
930,f545,30,65.89398607,1,Zoniferol,Female,20,26
1032,a788,30,60.41370908,1,Zoniferol,Male,5,30
1420,a685,30,55.45385519,1,Infubinol,Male,8,30
240,y163,30,59.41253724,2,Infubinol,Female,17,27
1022,c559,30,57.14614388,2,Zoniferol,Female,19,28
1434,n671,30,60.16518046,0,Infubinol,Male,18,25
457,j913,30,34.75724046,0,Ramicane,Female,4,17
1012,p136,30,57.05280546,1,Zoniferol,Female,5,28
233,a577,30,57.03186187,2,Infubinol,Female,6,25
1002,j365,30,54.40488176,1,Zoniferol,Male,24,28
467,a411,30,39.13073724,1,Ramicane,Male,3,22
1456,e476,30,57.99279743,1,Infubinol,Male,23,26
221,c139,30,64.14987077,1,Infubinol,Male,11,28
1466,w584,30,58.26844248,1,Infubinol,Male,3,29
982,q633,30,58.05725257,1,Zoniferol,Male,12,25
477,a444,30,42.78627835,0,Ramicane,Female,10,25
1474,k210,30,59.98950976,1,Ceftamin,Male,15,28
209,w422,30,60.09663467,3,Ketapril,Female,18,26
1484,a275,30,54.44471317,2,Ceftamin,Female,20,28
968,w575,30,60.15306524,1,Zoniferol,Female,16,28
487,d251,30,38.71825638,2,Ramicane,Female,8,19
199,k382,30,63.46944155,4,Ketapril,Male,22,29
1505,t198,30,56.92497431,3,Propriva,Male,22,26
955,g296,30,57.99770642,3,Zoniferol,Female,14,29
1518,s141,30,55.84141007,1,Propriva,Male,8,25
189,t724,30,64.2345947,2,Naftisol,Female,2,25
940,k894,30,54.40012279,3,Zoniferol,Female,13,29
497,j989,30,34.67178107,1,Ramicane,Male,8,19
1528,i635,30,53.5970382,2,Propriva,Male,21,26
177,a818,30,60.07237198,0,Naftisol,Female,12,28
1540,r107,30,58.40647256,1,Propriva,Female,2,28
141,l700,30,56.653215,1,Naftisol,Female,18,27
828,p981,30,56.33910432,1,Stelasyn,Male,20,29
1590,o562,30,59.65352453,1,Propriva,Female,4,25
1811,y793,30,35.72602314,2,Capomulin,Male,17,17
706,e213,30,56.45872864,3,Naftisol,Male,8,27
1801,r944,30,41.68079111,1,Capomulin,Male,12,25
716,j755,30,60.00720978,1,Naftisol,Male,23,27
1791,i738,30,35.57877987,1,Capomulin,Female,23,20
601,m546,30,37.96993365,0,Ramicane,Male,18,16
47,p189,30,67.10453665,4,Ketapril,Male,8,28
1781,w914,30,40.99311013,0,Capomulin,Male,24,21
726,s565,30,63.66896678,1,Stelasyn,Female,3,29
1771,v923,30,40.75221626,2,Capomulin,Female,19,21
736,a366,30,63.44068627,1,Stelasyn,Female,16,29
1761,j119,30,43.01368114,1,Capomulin,Female,7,23
591,u196,30,47.62281636,2,Ramicane,Male,18,25
57,n923,30,59.63256052,3,Ketapril,Male,19,30
1751,u364,30,35.9783344,2,Capomulin,Male,18,17
37,h246,30,63.59960954,1,Ketapril,Male,13,30
743,p387,30,63.26924552,0,Stelasyn,Male,3,30
696,e584,30,54.98440767,3,Naftisol,Male,9,27
613,n364,30,33.817758000000005,0,Ramicane,Male,4,17
1889,m601,30,31.75827491,1,Capomulin,Male,22,17
643,z578,30,37.81593487,0,Ramicane,Male,11,16
6,b128,30,40.60533486,1,Capomulin,Female,9,22
1874,m957,30,38.21247939,1,Capomulin,Female,3,19
653,r921,30,43.41938077,1,Ramicane,Female,5,25
633,e662,30,45.35023242,1,Ramicane,Male,8,24
1864,i557,30,45.26138381,0,Capomulin,Female,1,24
660,a492,30,56.20104104,1,Stelasyn,Male,20,25
1854,t565,30,32.86891617,0,Capomulin,Female,20,17
623,s508,30,35.47402235,0,Ramicane,Male,1,17
17,g107,30,69.16051982,0,Ketapril,Female,2,29
680,z795,30,59.78963589999999,2,Naftisol,Female,13,29
1841,l897,30,39.35279201,1,Capomulin,Male,17,19
28,c819,30,56.09899820000001,1,Ketapril,Male,21,25
1831,g288,30,42.87446056,1,Capomulin,Male,3,19
1821,g316,30,44.22147988,2,Capomulin,Female,22,22
521,c758,30,44.11827028,1,Ramicane,Male,9,17
752,b879,30,60.90761481,2,Stelasyn,Female,4,26
762,i901,30,60.59185755,0,Stelasyn,Male,23,29
551,a644,30,37.21112063,0,Ramicane,Female,7,17
449,q610,30,40.66834256,1,Ramicane,Female,18,21
1646,q483,30,54.95222585,1,Ceftamin,Male,6,26
836,t451,30,59.27582268,0,Stelasyn,Male,8,29
1636,o287,30,54.50300122,3,Ceftamin,Male,2,28
846,a963,30,53.40166738,1,Stelasyn,Female,23,27
121,r604,30,54.68821536,2,Naftisol,Male,7,30
1620,p438,30,56.40642173,0,Ceftamin,Female,11,26
541,r811,30,38.24206639,0,Ramicane,Male,9,19
856,m269,30,67.71250988,1,Stelasyn,Female,22,28
131,n304,30,55.03901985,3,Naftisol,Male,9,26
1610,c927,30,60.753924600000005,2,Propriva,Female,4,26
1600,v991,30,62.74364308,3,Propriva,Female,10,30
871,g989,30,59.08229394,1,Propriva,Female,21,26
531,x402,30,54.35158463,3,Stelasyn,Male,21,28
1656,f345,30,54.36379731,1,Infubinol,Male,23,26
1737,s710,30,43.57170323,1,Capomulin,Female,1,23
106,z969,30,65.84101274,3,Naftisol,Male,9,30
1666,i334,30,39.00555435,1,Ramicane,Female,8,20
76,b559,30,61.19038663,1,Naftisol,Male,20,26
1727,l509,30,44.70805473,2,Capomulin,Male,17,21
581,a520,30,36.94770981,1,Ramicane,Male,13,21
1717,x401,30,32.91529186,0,Capomulin,Female,16,15
772,k862,30,60.60543979,3,Stelasyn,Female,13,25
1707,b742,30,39.1679495,0,Capomulin,Male,7,21
571,g791,30,34.95258284,1,Ramicane,Male,11,16
86,y260,30,58.58267634,4,Ketapril,Female,7,25
1697,s185,30,32.95967078,1,Capomulin,Female,3,17
788,w697,30,60.72063591,3,Stelasyn,Female,14,30
1687,r554,30,32.68065459,3,Capomulin,Female,8,17
796,j984,30,61.24050573,1,Stelasyn,Female,2,30
1679,j246,30,38.04408202,1,Capomulin,Female,21,21
806,c402,30,63.74319428,2,Stelasyn,Female,1,27
561,i177,30,34.71147302,1,Ramicane,Male,10,18
816,h333,30,55.45528975,2,Stelasyn,Male,21,27
250,k483,30,59.74707708,2,Infubinol,Female,20,30
358,o973,30,57.76995952,1,Ketapril,Female,11,29
1106,a897,30,59.91693443,3,Placebo,Male,7,28
1096,c302,30,57.41974389,3,Zoniferol,Female,10,29
1086,w350,30,55.87990896,1,Propriva,Male,7,26
1151,n763,30,55.41365961,3,Placebo,Female,16,25
260,k804,30,59.24061511,2,Infubinol,Female,23,29
1381,l661,30,55.32909936,2,Ceftamin,Male,18,26
1076,a401,30,55.91016159,3,Zoniferol,Female,8,25
414,r701,30,60.34181872,1,Naftisol,Male,21,25
1225,q582,30,52.64889350000001,2,Placebo,Male,5,30
296,i386,30,59.13364029,3,Infubinol,Female,23,29
276,z581,30,56.28674991,2,Infubinol,Female,24,25
286,a251,30,59.86124129,1,Infubinol,Female,21,25
1205,o795,30,68.21706974,4,Placebo,Female,20,26
1344,b759,30,55.74282869,1,Ceftamin,Female,12,25
387,m650,30,64.90188755,3,Ketapril,Male,15,27
1391,j296,30,56.80306121,3,Ceftamin,Female,24,30
329,v603,30,57.99055378,1,Ketapril,Female,22,30
349,d474,30,55.34134157,0,Ketapril,Male,18,27
1323,l733,30,56.31906537,1,Ceftamin,Female,4,30
1186,c282,30,59.00590207,1,Placebo,Male,12,27
319,u327,30,57.31407239,0,Ketapril,Male,17,25
1264,o302,30,62.03059364,1,Placebo,Female,2,29
367,c832,30,60.49637579,2,Ketapril,Male,18,29
434,f234,30,56.87381654,2,Stelasyn,Male,14,28
1063,o926,30,56.91739838,3,Zoniferol,Male,15,29
1246,w167,30,67.19787186,0,Placebo,Female,6,28
1176,e227,30,62.46438515,2,Placebo,Male,1,30
1337,l490,30,57.91838132,3,Ceftamin,Male,24,26
1274,c757,30,60.09857184,2,Placebo,Male,9,27
1254,t718,30,57.70411372,3,Placebo,Female,10,30
1215,y478,30,59.37461452,1,Placebo,Female,3,25
268,o809,30,54.832628799999995,1,Infubinol,Male,3,25
425,x264,30,58.15869423,3,Naftisol,Female,21,27
1131,a262,30,64.95809178,3,Placebo,Female,17,29
403,m550,30,60.85654272,4,Ketapril,Male,18,28
1361,y865,30,59.0332753,3,Ceftamin,Male,23,26
1166,c766,30,60.2559245,3,Placebo,Female,13,26
305,c580,30,58.04656941,3,Ketapril,Male,22,25
377,o331,30,66.33066347,1,Ketapril,Male,24,30
1310,x822,30,55.44515483,2,Ceftamin,Male,3,29
1295,a699,30,54.37934505,0,Propriva,Female,5,28
1371,y769,30,61.07194886,3,Ceftamin,Female,6,27
1351,l471,30,58.09360446,1,Ceftamin,Female,7,28
1049,q511,30,59.3643535,1,Zoniferol,Female,2,28
1039,s337,30,52.74771768,3,Zoniferol,Male,14,27
442,c458,30,38.34200823,2,Ramicane,Female,23,20
312,q132,30,54.65654872,4,Infubinol,Female,1,30
1236,x773,30,52.81311518,4,Placebo,Female,21,30
1121,q787,30,55.03620625,2,Placebo,Male,17,27
339,g497,30,61.108185999999996,2,Ketapril,Male,19,28
1408,w151,30,56.76715821,2,Ceftamin,Male,24,25
872,g989,35,62.57087961,2,Propriva,Female,21,26
1167,c766,35,65.95236791,4,Placebo,Female,13,26
58,n923,35,60.35629432,3,Ketapril,Male,19,30
142,l700,35,61.46260354,1,Naftisol,Female,18,27
1752,u364,35,35.45948978,2,Capomulin,Male,18,17
522,c758,35,37.80238546,1,Ramicane,Male,9,17
1097,c302,35,62.23657157,3,Zoniferol,Female,10,29
1591,o562,35,65.36076742,1,Propriva,Female,4,25
1772,v923,35,41.43924156,2,Capomulin,Female,19,21
888,q597,35,43.80720142,1,Ramicane,Male,20,25
277,z581,35,58.62839878,3,Infubinol,Female,24,25
1255,t718,35,60.46389851,3,Placebo,Female,10,30
48,p189,35,67.87377675,4,Ketapril,Male,8,28
1352,l471,35,61.40599916,1,Ceftamin,Female,7,28
1555,g570,35,62.3304204,2,Propriva,Male,16,29
1782,w914,35,41.66491577,1,Capomulin,Male,24,21
512,k403,35,26.54699343,1,Ramicane,Male,21,16
1177,e227,35,66.94912136,3,Placebo,Male,1,30
905,a203,35,61.93165007,2,Infubinol,Female,20,23
1087,w350,35,56.68355758,1,Propriva,Male,7,26
727,s565,35,64.77657909,2,Stelasyn,Female,3,29
153,l725,35,69.12570173,3,Naftisol,Female,8,26
415,r701,35,64.73001045,1,Naftisol,Male,21,25
330,v603,35,63.18943184,1,Ketapril,Female,22,30
378,o331,35,70.12623754,2,Ketapril,Male,24,30
1577,g558,35,60.86215883,4,Propriva,Male,8,29
1762,j119,35,43.76570537,1,Capomulin,Female,7,23
592,u196,35,47.00146542,2,Ramicane,Male,18,25
287,a251,35,60.90388455,1,Infubinol,Female,21,25
552,a644,35,35.12863083,0,Ramicane,Female,7,17
744,p387,35,66.4922038,1,Stelasyn,Male,3,30
1647,q483,35,59.25348433,1,Ceftamin,Male,6,26
1708,b742,35,39.84757556,0,Capomulin,Male,7,21
829,p981,35,59.13102297,1,Stelasyn,Male,20,29
572,g791,35,30.96039194,1,Ramicane,Male,11,16
1311,x822,35,56.79656665,2,Ceftamin,Male,3,29
251,k483,35,60.54156159,2,Infubinol,Female,20,30
1657,f345,35,56.52332726,1,Infubinol,Male,23,26
87,y260,35,59.60355821,4,Ketapril,Female,7,25
1698,s185,35,28.32853059,1,Capomulin,Female,3,17
297,i386,35,64.92542037,3,Infubinol,Female,23,29
107,z969,35,69.17624607,4,Naftisol,Male,9,30
1667,i334,35,39.7695521,2,Ramicane,Female,8,20
789,w697,35,63.68904216,3,Stelasyn,Female,14,30
404,m550,35,62.53915386,4,Ketapril,Male,18,28
1688,r554,35,33.06933705,3,Capomulin,Female,8,17
807,c402,35,65.8079627,2,Stelasyn,Female,1,27
562,i177,35,35.1521662,1,Ramicane,Male,10,18
1296,a699,35,56.51068234,1,Propriva,Female,5,28
1132,a262,35,66.56196302,4,Placebo,Female,17,29
1680,j246,35,38.75326548,1,Capomulin,Female,21,21
1122,q787,35,60.33385242,3,Placebo,Male,17,27
837,t451,35,63.75698964,0,Stelasyn,Male,8,29
773,k862,35,66.58072244,3,Stelasyn,Female,13,25
1152,n763,35,57.38241296,3,Placebo,Female,16,25
