,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug Regimen,Sex,Age_months,Weight (g)
1601,v991,35,63.89531294,4,Propriva,Female,10,30
753,b879,35,64.26088633,2,Stelasyn,Female,4,26
132,n304,35,57.12241926,4,Naftisol,Male,9,26
1738,s710,35,44.16051879,1,Capomulin,Female,1,23
1275,c757,35,64.29116351,2,Placebo,Male,9,27
1611,c927,35,61.87227365,3,Propriva,Female,4,26
857,m269,35,68.68991735,1,Stelasyn,Female,22,28
1107,a897,35,64.0528731,3,Placebo,Male,7,28
763,i901,35,62.12733561,0,Stelasyn,Male,23,29
1324,l733,35,57.60079774,1,Ceftamin,Female,4,30
1621,p438,35,57.53855546,1,Ceftamin,Female,11,26
542,r811,35,36.00302016,1,Ramicane,Male,9,19
1728,l509,35,40.207288500000004,2,Capomulin,Male,17,21
320,u327,35,58.08902837,1,Ketapril,Male,17,25
582,a520,35,37.62471026,1,Ramicane,Male,13,21
847,a963,35,56.81397646,1,Stelasyn,Female,23,27
122,r604,35,59.21700015,2,Naftisol,Male,7,30
77,b559,35,65.70576275,1,Naftisol,Male,20,26
1718,x401,35,30.20682488,0,Capomulin,Female,16,15
1637,o287,35,55.11829029,4,Ceftamin,Male,2,28
388,m650,35,69.26574681,4,Ketapril,Male,15,27
532,x402,35,55.24096223,3,Stelasyn,Male,21,28
917,c264,35,61.07479506,2,Zoniferol,Female,11,27
169,v295,35,61.89315267,3,Naftisol,Female,2,27
717,j755,35,62.7328576,1,Naftisol,Male,23,27
350,d474,35,56.47911257,0,Ketapril,Male,18,27
1392,j296,35,58.71448296,3,Ceftamin,Female,24,30
1855,t565,35,33.51567063,0,Capomulin,Female,20,17
624,s508,35,35.8461407,0,Ramicane,Male,1,17
983,q633,35,63.1256593,1,Zoniferol,Male,12,25
435,f234,35,57.74875831,2,Stelasyn,Male,14,28
18,g107,35,71.90511721,0,Ketapril,Female,2,29
368,c832,35,61.12448717,2,Ketapril,Male,18,29
1475,k210,35,63.32933023,1,Ceftamin,Male,15,28
681,z795,35,60.43565416,2,Naftisol,Female,13,29
210,w422,35,61.40961994,4,Ketapril,Female,18,26
1382,l661,35,56.47412871,2,Ceftamin,Male,18,26
478,a444,35,41.73595083,0,Ramicane,Female,10,25
1842,l897,35,37.68276664,1,Capomulin,Male,17,19
1485,a275,35,56.35353804,2,Ceftamin,Female,20,28
969,w575,35,63.68644503,2,Zoniferol,Female,16,28
1064,o926,35,58.59399318,3,Zoniferol,Male,15,29
29,c819,35,57.72953466,1,Ketapril,Male,21,25
1832,g288,35,38.95411458,1,Capomulin,Male,3,19
269,o809,35,55.62942846,1,Infubinol,Male,3,25
1495,x581,35,58.07758293,3,Ceftamin,Female,19,28
1457,e476,35,60.064340200000004,1,Infubinol,Male,23,26
1237,x773,35,55.19273639,4,Placebo,Female,21,30
661,a492,35,57.30855379,1,Stelasyn,Male,20,25
1226,q582,35,53.71315792,2,Placebo,Male,5,30
1890,m601,35,30.83435704,1,Capomulin,Male,22,17
450,q610,35,36.56165229,2,Ramicane,Female,18,21
1216,y478,35,61.88802678,1,Placebo,Female,3,25
1421,a685,35,58.09262925,1,Infubinol,Male,8,30
644,z578,35,38.50482444,0,Ramicane,Male,11,16
634,e662,35,43.22027636,1,Ramicane,Male,8,24
1023,c559,35,59.45504074,2,Zoniferol,Female,19,28
7,b128,35,37.96764437,1,Capomulin,Female,9,22
241,y163,35,61.73019562,2,Infubinol,Female,17,27
1409,w151,35,58.33914095,2,Ceftamin,Male,24,25
1040,s337,35,54.81081251,3,Zoniferol,Male,14,27
1875,m957,35,32.56283914,1,Capomulin,Female,3,19
1206,o795,35,69.08509415,4,Placebo,Female,20,26
1013,p136,35,57.63078195,1,Zoniferol,Female,5,28
458,j913,35,35.17014843,0,Ramicane,Female,4,17
1050,q511,35,60.83866059,1,Zoniferol,Female,2,28
359,o973,35,60.24221931,1,Ketapril,Female,11,29
1003,j365,35,56.96120016,2,Zoniferol,Male,24,28
261,k804,35,62.11727887,2,Infubinol,Female,23,29
1865,i557,35,45.94194901,0,Capomulin,Female,1,24
222,c139,35,67.82141969,1,Infubinol,Male,11,28
468,a411,35,39.71723589,1,Ramicane,Male,3,22
614,n364,35,34.48752204,1,Ramicane,Male,4,17
797,j984,35,64.05539896,1,Stelasyn,Female,2,30
488,d251,35,37.70852942,2,Ramicane,Female,8,19
941,k894,35,55.36266238,4,Zoniferol,Female,13,29
707,e213,35,58.24585435,3,Naftisol,Male,8,27
426,x264,35,61.29960778,4,Naftisol,Female,21,27
190,t724,35,67.74432795,2,Naftisol,Female,2,25
1247,w167,35,68.13428817,0,Placebo,Female,6,28
38,h246,35,67.2112701,2,Ketapril,Male,13,30
1529,i635,35,55.67999656,2,Propriva,Male,21,26
1812,y793,35,36.3278696,2,Capomulin,Male,17,17
1802,r944,35,40.40176542,2,Capomulin,Male,12,25
1187,c282,35,59.88765475,1,Placebo,Male,12,27
1372,y769,35,63.43063221,3,Ceftamin,Female,6,27
697,e584,35,58.08655989,3,Naftisol,Male,9,27
602,m546,35,38.62753581,1,Ramicane,Male,18,16
178,a818,35,63.29854586,0,Naftisol,Female,12,28
1506,t198,35,57.73594116,3,Propriva,Male,22,26
1077,a401,35,60.34714467,3,Zoniferol,Female,8,25
340,g497,35,64.09488929999999,2,Ketapril,Male,19,28
200,k382,35,66.07918483,4,Ketapril,Male,22,29
1792,i738,35,36.17595269,1,Capomulin,Female,23,20
931,f545,35,66.74292417,1,Zoniferol,Female,20,26
1822,g316,35,44.70283296,2,Capomulin,Female,22,22
1362,y865,35,61.15313991,3,Ceftamin,Male,23,26
956,g296,35,60.38451978,4,Zoniferol,Female,14,29
498,j989,35,35.1155898,1,Ramicane,Male,8,19
1217,y478,40,65.97112017,1,Placebo,Female,3,25
351,d474,40,60.23373278,1,Ketapril,Male,18,27
8,b128,40,38.3797259,2,Capomulin,Female,9,22
573,g791,40,31.36940573,1,Ramicane,Male,11,16
1297,a699,40,58.60544816,1,Propriva,Female,5,28
708,e213,40,60.23654797,3,Naftisol,Male,8,27
49,p189,40,74.10609077,4,Ketapril,Male,8,28
1178,e227,40,70.7152176,3,Placebo,Male,1,30
1793,i738,40,36.84389799,2,Capomulin,Female,23,20
389,m650,40,70.79706787,4,Ketapril,Male,15,27
645,z578,40,34.02209336,0,Ramicane,Male,11,16
1803,r944,40,41.04204489999999,2,Capomulin,Male,12,25
635,e662,40,44.00672385,2,Ramicane,Male,8,24
1699,s185,40,25.47214326,1,Capomulin,Female,3,17
1207,o795,40,70.26647887,4,Placebo,Female,20,26
603,m546,40,35.114575200000004,1,Ramicane,Male,18,16
1876,m957,40,32.94761484,1,Capomulin,Female,3,19
1256,t718,40,61.530398899999994,3,Placebo,Female,10,30
1866,i557,40,46.82106972,1,Capomulin,Female,1,24
1133,a262,40,69.59273198,4,Placebo,Female,17,29
1689,r554,40,31.80484133,3,Capomulin,Female,8,17
1783,w914,40,35.61130861,2,Capomulin,Male,24,21
88,y260,40,60.91417627,4,Ketapril,Female,7,25
39,h246,40,71.15083468,2,Ketapril,Male,13,30
1168,c766,40,67.68529456,4,Placebo,Female,13,26
1153,n763,40,58.01114583,4,Placebo,Female,16,25
774,k862,40,67.57134128,4,Stelasyn,Female,13,25
1843,l897,40,38.34390154,1,Capomulin,Male,17,19
718,j755,40,67.2077103,1,Naftisol,Male,23,27
583,a520,40,38.25972497,1,Ramicane,Male,13,21
682,z795,40,62.37663884,3,Naftisol,Female,13,29
615,n364,40,34.95473311,1,Ramicane,Male,4,17
1739,s710,40,40.17192011,1,Capomulin,Female,1,23
1188,c282,40,65.02179944,2,Placebo,Male,12,27
754,b879,40,67.18912666,2,Stelasyn,Female,4,26
1833,g288,40,36.35685121,1,Capomulin,Male,3,19
745,p387,40,69.03887618,1,Stelasyn,Male,3,30
1823,g316,40,45.56582103,2,Capomulin,Female,22,22
341,g497,40,67.74281406,2,Ketapril,Male,19,28
1753,u364,40,36.02413752,2,Capomulin,Male,18,17
1238,x773,40,55.98767551,4,Placebo,Female,21,30
59,n923,40,66.22960554,3,Ketapril,Male,19,30
764,i901,40,64.30345451,0,Stelasyn,Male,23,29
369,c832,40,62.57231816,2,Ketapril,Male,18,29
321,u327,40,60.46654541,1,Ketapril,Male,17,25
1773,v923,40,42.1510148,2,Capomulin,Female,19,21
728,s565,40,67.22100698,2,Stelasyn,Female,3,29
30,c819,40,62.17570465,1,Ketapril,Male,21,25
662,a492,40,57.92849897,1,Stelasyn,Male,20,25
1856,t565,40,33.94934131,0,Capomulin,Female,20,17
1719,x401,40,28.16739732,0,Capomulin,Female,16,15
78,b559,40,69.96961645,1,Naftisol,Male,20,26
379,o331,40,71.44774251,3,Ketapril,Male,24,30
625,s508,40,32.79817119,0,Ramicane,Male,1,17
593,u196,40,43.45368679,2,Ramicane,Male,18,25
1763,j119,40,44.5850896,1,Capomulin,Female,7,23
360,o973,40,64.48781246,2,Ketapril,Female,11,29
1813,y793,40,31.47541076,2,Capomulin,Male,17,17
698,e584,40,62.81687083,4,Naftisol,Male,9,27
1729,l509,40,40.77081259,2,Capomulin,Male,17,21
1709,b742,40,38.255627399999995,0,Capomulin,Male,7,21
1276,c757,40,66.60436771,2,Placebo,Male,9,27
252,k483,40,64.13872489,3,Infubinol,Female,20,30
1602,v991,40,64.8511286,4,Propriva,Female,10,30
1486,a275,40,60.92153868,3,Ceftamin,Female,20,28
1088,w350,40,62.32434769,2,Propriva,Male,7,26
970,w575,40,64.93840621,3,Zoniferol,Female,16,28
889,q597,40,44.47182121,2,Ramicane,Male,20,25
479,a444,40,42.50492554,0,Ramicane,Female,10,25
1578,g558,40,61.77496268,4,Propriva,Male,8,29
143,l700,40,62.98667798,1,Naftisol,Female,18,27
1098,c302,40,63.28107148,4,Zoniferol,Female,10,29
523,c758,40,32.83318858,1,Ramicane,Male,9,17
154,l725,40,73.69349382,3,Naftisol,Female,8,26
1476,k210,40,66.62283628,2,Ceftamin,Male,15,28
1592,o562,40,71.17246321,1,Propriva,Female,4,25
211,w422,40,63.07258467,4,Ketapril,Female,18,26
416,r701,40,66.64072178,1,Naftisol,Male,21,25
288,a251,40,63.09507565,1,Infubinol,Female,21,25
984,q633,40,68.49863876,2,Zoniferol,Male,12,25
133,n304,40,59.83050667,4,Naftisol,Male,9,26
533,x402,40,56.69172294,3,Stelasyn,Male,21,28
469,a411,40,40.25881765,1,Ramicane,Male,3,22
1612,c927,40,64.18322918,4,Propriva,Female,4,26
1383,l661,40,59.20566876,3,Ceftamin,Male,18,26
1065,o926,40,59.90304448,3,Zoniferol,Male,15,29
513,k403,40,24.36550471,1,Ramicane,Male,21,16
906,a203,40,63.59349002,2,Infubinol,Female,20,23
427,x264,40,63.28328821,4,Naftisol,Female,21,27
942,k894,40,58.64705616,4,Zoniferol,Female,13,29
1078,a401,40,61.76860538,4,Zoniferol,Female,8,25
191,t724,40,69.72832559,2,Naftisol,Female,2,25
489,d251,40,38.26540379,2,Ramicane,Female,8,19
1363,y865,40,63.46954946,3,Ceftamin,Male,23,26
1530,i635,40,56.84243514,3,Propriva,Male,21,26
1507,t198,40,59.12995997,4,Propriva,Male,22,26
1373,y769,40,64.25102761,4,Ceftamin,Female,6,27
957,g296,40,62.22191493,4,Zoniferol,Female,14,29
179,a818,40,69.27381374,1,Naftisol,Female,12,28
932,f545,40,71.10811835,1,Zoniferol,Female,20,26
499,j989,40,35.50119014,1,Ramicane,Male,8,19
201,k382,40,67.42095521,4,Ketapril,Male,22,29
918,c264,40,65.70832272,2,Zoniferol,Female,11,27
798,j984,40,67.77708036,1,Stelasyn,Female,2,30
170,v295,40,65.46607444,3,Naftisol,Female,2,27
278,z581,40,60.05373963,3,Infubinol,Female,24,25
1353,l471,40,63.84485785,1,Ceftamin,Female,7,28
1556,g570,40,68.52585616,2,Propriva,Male,16,29
1496,x581,40,60.28040549,3,Ceftamin,Female,19,28
858,m269,40,70.21464419,1,Stelasyn,Female,22,28
1458,e476,40,61.52527583,1,Infubinol,Male,23,26
1891,m601,40,31.378045299999997,1,Capomulin,Male,22,17
1622,p438,40,59.30528806,1,Ceftamin,Female,11,26
543,r811,40,36.5200329,1,Ramicane,Male,9,19
242,y163,40,63.62067958,2,Infubinol,Female,17,27
1638,o287,40,57.1971929,4,Ceftamin,Male,2,28
459,j913,40,31.00186078,1,Ramicane,Female,4,17
1014,p136,40,61.38024887,1,Zoniferol,Female,5,28
838,t451,40,67.65479599,1,Stelasyn,Male,8,29
108,z969,40,70.31490411,4,Naftisol,Male,9,30
298,i386,40,67.28962147,4,Infubinol,Female,23,29
1024,c559,40,60.86184431,3,Zoniferol,Female,19,28
1658,f345,40,58.31559250000001,1,Infubinol,Male,23,26
1325,l733,40,59.44350649999999,1,Ceftamin,Female,4,30
405,m550,40,68.21072019,4,Ketapril,Male,18,28
1648,q483,40,64.19234114,1,Ceftamin,Male,6,26
1041,s337,40,56.99481589,4,Zoniferol,Male,14,27
553,a644,40,35.77945086,0,Ramicane,Female,7,17
1123,q787,40,62.0341267,3,Placebo,Male,17,27
1004,j365,40,62.32717066,2,Zoniferol,Male,24,28
1312,x822,40,59.55568466,2,Ceftamin,Male,3,29
1422,a685,40,60.56790371,2,Infubinol,Male,8,30
1108,a897,40,67.21174279,4,Placebo,Male,7,28
848,a963,40,58.46378685,1,Stelasyn,Female,23,27
1393,j296,40,60.07268848,3,Ceftamin,Female,24,30
1668,i334,40,40.44237037,2,Ramicane,Female,8,20
123,r604,40,60.18611531,2,Naftisol,Male,7,30
808,c402,40,70.22229679,2,Stelasyn,Female,1,27
1051,q511,40,63.19442807,2,Zoniferol,Female,2,28
563,i177,40,35.55793279,2,Ramicane,Male,10,18
1410,w151,40,62.18795039,2,Ceftamin,Male,24,25
223,c139,40,69.42814095,2,Infubinol,Male,11,28
1218,y478,45,66.84263453,1,Placebo,Female,3,25
646,z578,45,30.63869575,0,Ramicane,Male,11,16
1239,x773,45,58.63497149,4,Placebo,Female,21,30
202,k382,45,73.71561899999999,4,Ketapril,Male,22,29
253,k483,45,66.19691151,3,Infubinol,Female,20,30
1208,o795,45,73.05945435,4,Placebo,Female,20,26
192,t724,45,75.11328801,2,Naftisol,Female,2,25
1411,w151,45,67.52748237,3,Ceftamin,Male,24,25
699,e584,45,68.3597767,4,Naftisol,Male,9,27
342,g497,45,69.87225079,2,Ketapril,Male,19,28
1025,c559,45,61.84005842,4,Zoniferol,Female,19,28
1374,y769,45,68.59474498,4,Ceftamin,Female,6,27
1824,g316,45,40.1592203,2,Capomulin,Female,22,22
958,g296,45,68.16319517,4,Zoniferol,Female,14,29
1508,t198,45,64.91136268,4,Propriva,Male,22,26
1423,a685,45,66.08306589,3,Infubinol,Male,8,30
243,y163,45,67.68556862,3,Infubinol,Female,17,27
636,e662,45,40.65900627,2,Ramicane,Male,8,24
1487,a275,45,62.99935619,3,Ceftamin,Female,20,28
1066,o926,45,62.32796606,4,Zoniferol,Male,15,29
663,a492,45,60.12201052,1,Stelasyn,Male,20,25
1394,j296,45,61.84902336,3,Ceftamin,Female,24,30
626,s508,45,30.27623175,0,Ramicane,Male,1,17
1459,e476,45,62.43540402,1,Infubinol,Male,23,26
1857,t565,45,34.45529799,0,Capomulin,Female,20,17
470,a411,45,38.407618299999996,1,Ramicane,Male,3,22
985,q633,45,70.82779631,2,Zoniferol,Male,12,25
224,c139,45,72.2267309,2,Infubinol,Male,11,28
1052,q511,45,68.61106075,3,Zoniferol,Female,2,28
212,w422,45,67.98953001,4,Ketapril,Female,18,26
1814,y793,45,31.896238399999998,2,Capomulin,Male,17,17
1867,i557,45,47.68596303,1,Capomulin,Female,1,24
1384,l661,45,59.85195552,3,Ceftamin,Male,18,26
1497,x581,45,64.63494887,3,Ceftamin,Female,19,28
9,b128,45,38.98287774,2,Capomulin,Female,9,22
370,c832,45,65.41595451,3,Ketapril,Male,18,29
1477,k210,45,68.92318457,3,Ceftamin,Male,15,28
460,j913,45,31.56046955,1,Ramicane,Female,4,17
1844,l897,45,38.84687569,1,Capomulin,Male,17,19
971,w575,45,68.40128593,3,Zoniferol,Female,16,28
1189,c282,45,65.81516535,2,Placebo,Male,12,27
683,z795,45,65.74107029,3,Naftisol,Female,13,29
616,n364,45,31.09533505,1,Ramicane,Male,4,17
1015,p136,45,63.48869678,2,Zoniferol,Female,5,28
1042,s337,45,62.10965102,4,Zoniferol,Male,14,27
1834,g288,45,37.07402422,1,Capomulin,Male,3,19
480,a444,45,43.04754260000001,0,Ramicane,Female,10,25
1877,m957,45,33.32909778,1,Capomulin,Female,3,19
1005,j365,45,64.29408493,2,Zoniferol,Male,24,28
799,j984,45,70.65383162,1,Stelasyn,Female,2,30
719,j755,45,69.56362076,1,Naftisol,Male,23,27
943,k894,45,60.75270417,4,Zoniferol,Female,13,29
544,r811,45,37.22565033,1,Ramicane,Male,9,19
1720,x401,45,28.48403281,0,Capomulin,Female,16,15
79,b559,45,73.05136339,1,Naftisol,Male,20,26
1109,a897,45,72.25596306,4,Placebo,Male,7,28
849,a963,45,62.76509317,1,Stelasyn,Female,23,27
765,i901,45,65.34181087,0,Stelasyn,Male,23,29
124,r604,45,62.67075904,3,Naftisol,Male,7,30
406,m550,45,69.25350312,4,Ketapril,Male,18,28
1623,p438,45,61.43389223,1,Ceftamin,Female,11,26
1326,l733,45,64.29983003,1,Ceftamin,Female,4,30
1277,c757,45,69.04284082,3,Placebo,Male,9,27
289,a251,45,65.52574285,1,Infubinol,Female,21,25
859,m269,45,75.12368955,1,Stelasyn,Female,22,28
534,x402,45,61.61960615,3,Stelasyn,Male,21,28
1740,s710,45,40.72857787,1,Capomulin,Female,1,23
584,a520,45,38.81036633,1,Ramicane,Male,13,21
1730,l509,45,41.48300765,3,Capomulin,Male,17,21
755,b879,45,72.55523894,2,Stelasyn,Female,4,26
1639,o287,45,59.74190064,4,Ceftamin,Male,2,28
775,k862,45,69.29914907,4,Stelasyn,Female,13,25
1298,a699,45,62.19141437,1,Propriva,Female,5,28
564,i177,45,33.56240217,3,Ramicane,Male,10,18
809,c402,45,74.04039018,3,Stelasyn,Female,1,27
1690,r554,45,32.37735684,3,Capomulin,Female,8,17
1669,i334,45,36.37451039,2,Ramicane,Female,8,20
89,y260,45,62.90944062,4,Ketapril,Female,7,25
1124,q787,45,66.09647477,3,Placebo,Male,17,27
839,t451,45,68.7116302,1,Stelasyn,Male,8,29
1134,a262,45,70.71762058,4,Placebo,Female,17,29
1659,f345,45,60.91876652,1,Infubinol,Male,23,26
1700,s185,45,23.34359787,1,Capomulin,Female,3,17
390,m650,45,73.90139912,4,Ketapril,Male,15,27
109,z969,45,73.86784476,4,Naftisol,Male,9,30
574,g791,45,29.12847181,1,Ramicane,Male,11,16
1313,x822,45,61.38666032,3,Ceftamin,Male,3,29
1710,b742,45,38.93963263,0,Capomulin,Male,7,21
554,a644,45,32.97852192,1,Ramicane,Female,7,17
490,d251,45,37.31123552,2,Ramicane,Female,8,19
134,n304,45,63.58639514,4,Naftisol,Male,9,26
322,u327,45,66.26880133,2,Ketapril,Male,17,25
1557,g570,45,70.49278763,2,Propriva,Male,16,29
1784,w914,45,36.04104736,2,Capomulin,Male,24,21
1354,l471,45,67.74866174,1,Ceftamin,Female,7,28
919,c264,45,67.94212107,2,Zoniferol,Female,11,27
500,j989,45,36.13485243,1,Ramicane,Male,8,19
1079,a401,45,66.79415599,4,Zoniferol,Female,8,25
1794,i738,45,37.31184577,2,Capomulin,Female,23,20
1257,t718,45,63.42369517,4,Placebo,Female,10,30
1179,e227,45,73.21293851,3,Placebo,Male,1,30
604,m546,45,30.56462509,1,Ramicane,Male,18,16
709,e213,45,63.1056963,4,Naftisol,Male,8,27
1531,i635,45,58.63340414,3,Propriva,Male,21,26
1804,r944,45,41.58152074,2,Capomulin,Male,12,25
40,h246,45,74.10408567,2,Ketapril,Male,13,30
933,f545,45,73.32443228,1,Zoniferol,Female,20,26
1364,y865,45,64.72983655,3,Ceftamin,Male,23,26
180,a818,45,74.99776443,2,Naftisol,Female,12,28
1603,v991,45,70.16774899,4,Propriva,Female,10,30
907,a203,45,67.97341878,2,Infubinol,Female,20,23
155,l725,45,76.66881742,3,Naftisol,Female,8,26
1099,c302,45,64.57522157,4,Zoniferol,Female,10,29
1593,o562,45,72.45542116,2,Propriva,Female,4,25
1754,u364,45,31.02392294,3,Capomulin,Male,18,17
524,c758,45,33.39765251,1,Ramicane,Male,9,17
1169,c766,45,69.82314577,4,Placebo,Female,13,26
380,o331,45,78.56701362,4,Ketapril,Male,24,30
144,l700,45,63.94664044,1,Naftisol,Female,18,27
50,p189,45,75.2949359,4,Ketapril,Male,8,28
417,r701,45,69.77854407,1,Naftisol,Male,21,25
890,q597,45,45.22086888,2,Ramicane,Male,20,25
1089,w350,45,64.95756185,2,Propriva,Male,7,26
594,u196,45,40.66771292,3,Ramicane,Male,18,25
729,s565,45,72.58896447,2,Stelasyn,Female,3,29
514,k403,45,22.05012627,1,Ramicane,Male,21,16
279,z581,45,62.75445141,3,Infubinol,Female,24,25
1774,v923,45,40.65812366,2,Capomulin,Female,19,21
1764,j119,45,38.125164399999996,1,Capomulin,Female,7,23
1892,m601,45,28.43096411,1,Capomulin,Male,22,17
